frame,date,time,quaternion_x,quaternion_y,quaternion_z,quaternion_w,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,HS,TO
3246,2024 10 19,05:24:37.040,-0.337504,0.660745,0.369362,0.559535,-0.936552,0.032716,-0.087893,0.915527,-0.976563,1.89209,0,0
3247,2024 10 19,05:24:37.048,-0.337513,0.660538,0.369483,0.559693,-0.936552,0.029298,-0.085452,0.976563,-0.854492,2.197266,0,0
3248,2024 10 19,05:24:37.057,-0.337518,0.660311,0.36962,0.559868,-0.93997,0.033204,-0.089358,1.037598,-1.037598,2.441406,0,0
3249,2024 10 19,05:24:37.065,-0.337526,0.660063,0.369766,0.560058,-0.9429,0.032228,-0.086428,1.098633,-1.342773,2.624512,0,0
3250,2024 10 19,05:24:37.073,-0.33754,0.659799,0.369898,0.560275,-0.943876,0.032716,-0.08594,0.915527,-1.708984,2.624512,0,0
3251,2024 10 19,05:24:37.082,-0.337557,0.659515,0.370032,0.560511,-0.937529,0.032716,-0.08301,1.037598,-2.01416,2.746582,0,0
3252,2024 10 19,05:24:37.090,-0.337557,0.659515,0.370032,0.560511,-0.937529,0.032716,-0.08301,1.037598,-2.01416,2.746582,0,0
3253,2024 10 19,05:24:37.098,-0.337596,0.659221,0.370176,0.560737,-0.94583,0.042482,-0.087893,1.403809,-1.831055,2.624512,0,0
3254,2024 10 19,05:24:37.107,-0.337627,0.658953,0.370265,0.560975,-0.946806,0.038575,-0.094729,0.671387,-2.075195,2.075195,0,0
3255,2024 10 19,05:24:37.115,-0.337653,0.658724,0.370319,0.561192,-0.93997,0.039552,-0.0918,0.366211,-1.464844,1.647949,0,0
3256,2024 10 19,05:24:37.123,-0.337687,0.658532,0.370353,0.561375,-0.942412,0.0459,-0.0918,0.305176,-1.342773,1.159668,0,0
3257,2024 10 19,05:24:37.132,-0.337693,0.658413,0.370331,0.561525,-0.940947,0.039552,-0.100101,-0.366211,-0.610352,0.366211,0,0
3258,2024 10 19,05:24:37.140,-0.337693,0.658413,0.370331,0.561525,-0.940947,0.039552,-0.100101,-0.366211,-0.610352,0.366211,0,0
3259,2024 10 19,05:24:37.148,-0.337697,0.658342,0.370267,0.561648,-0.939482,0.041017,-0.101077,-0.854492,-0.12207,-0.061035,0,0
3260,2024 10 19,05:24:37.157,-0.337681,0.658329,0.370189,0.561725,-0.935087,0.039552,-0.093753,-0.976563,0.549316,-0.671387,0,0
3261,2024 10 19,05:24:37.165,-0.337637,0.658346,0.370102,0.561789,-0.934599,0.035157,-0.090335,-1.159668,0.854492,-0.488281,0,0
3262,2024 10 19,05:24:37.173,-0.33759,0.658364,0.370033,0.561841,-0.939482,0.034669,-0.090823,-1.098633,0.976563,-0.366211,0,0
3263,2024 10 19,05:24:37.182,-0.337538,0.658373,0.369969,0.561904,-0.938505,0.031739,-0.087405,-1.159668,0.854492,-0.183105,0,0
3264,2024 10 19,05:24:37.190,-0.337538,0.658373,0.369969,0.561904,-0.938505,0.031739,-0.087405,-1.159668,0.854492,-0.183105,0,0
3265,2024 10 19,05:24:37.198,-0.337481,0.658356,0.369933,0.561982,-0.935575,0.031251,-0.090823,-0.915527,0.671387,0.366211,0,0
3266,2024 10 19,05:24:37.207,-0.337418,0.658309,0.36992,0.562083,-0.936064,0.030274,-0.089846,-0.854492,0.305176,0.671387,0,0
