frame,date,time,quaternion_x,quaternion_y,quaternion_z,quaternion_w,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,HS,TO
15287,2024 10 07,05:26:17.378,-0.634994,-0.509456,-0.216271,-0.538947,1.737846,1.043489,-1.66802,3.662109,68.54248,-118.530273,0,0
15288,2024 10 07,05:26:17.386,-0.634867,-0.509248,-0.213279,-0.540483,-0.280282,1.648976,-0.097659,-23.55957,-21.66748,81.970215,0,0
15289,2024 10 07,05:26:17.394,-0.626921,-0.513506,-0.203135,-0.549562,-0.575701,1.77398,-0.701682,0.854492,-33.996582,206.115723,0,0
15290,2024 10 07,05:26:17.403,-0.626921,-0.513506,-0.203135,-0.549562,-0.575701,1.77398,-0.701682,0.854492,-33.996582,206.115723,0,0
15291,2024 10 07,05:26:17.411,-0.613678,-0.522118,-0.189575,-0.561119,-1.037629,1.461959,-0.361827,34.790039,-51.330566,273.681641,0,0
15292,2024 10 07,05:26:17.419,-0.597651,-0.531831,-0.175542,-0.573719,-0.981964,1.177282,-0.69631,49.987793,-49.133301,291.381836,0,0
15293,2024 10 07,05:26:17.428,-0.581088,-0.54222,-0.16079,-0.585218,-0.78225,0.992706,-0.685568,50.537109,-67.016602,291.809082,0,0
15294,2024 10 07,05:26:17.436,-0.564582,-0.552825,-0.144542,-0.5956,-0.621601,0.881863,-0.690939,40.649414,-86.608887,296.386719,0,0
15295,2024 10 07,05:26:17.444,-0.548088,-0.563608,-0.125709,-0.605097,-0.595721,0.888699,-0.574725,24.414063,-111.14502,310.302734,0,0
15296,2024 10 07,05:26:17.453,-0.548088,-0.563608,-0.125709,-0.605097,-0.595721,0.888699,-0.574725,24.414063,-111.14502,310.302734,0,0
15297,2024 10 07,05:26:17.461,-0.531158,-0.574533,-0.103684,-0.61403,-0.668477,0.921415,-0.492691,7.446289,-135.437012,332.15332,0,0
15298,2024 10 07,05:26:17.469,-0.513283,-0.585564,-0.078504,-0.622489,-0.823267,0.937529,-0.303232,-5.615234,-155.395508,356.384277,0,0
15299,2024 10 07,05:26:17.478,-0.494206,-0.595919,-0.051142,-0.630893,-0.954131,0.900906,-0.227058,-15.808105,-159.667969,376.708984,0,0
15300,2024 10 07,05:26:17.486,-0.474162,-0.605306,-0.022374,-0.638964,-1.11771,0.796899,-0.12891,-23.55957,-162.414551,388.122559,0,0
15301,2024 10 07,05:26:17.494,-0.453606,-0.613552,0.007257,-0.646331,-1.186071,0.721213,-0.086428,-32.836914,-163.696289,392.150879,0,0
15302,2024 10 07,05:26:17.503,-0.43277,-0.620879,0.037627,-0.652536,-1.274941,0.654805,-0.0459,-41.564941,-170.654297,393.493652,0,0
15303,2024 10 07,05:26:17.511,-0.43277,-0.620879,0.037627,-0.652536,-1.274941,0.654805,-0.0459,-41.564941,-170.654297,393.493652,0,0
15304,2024 10 07,05:26:17.519,-0.411668,-0.627409,0.068818,-0.657383,-1.460982,0.609394,0.01709,-49.987793,-177.91748,395.263672,0,0
15305,2024 10 07,05:26:17.528,-0.390202,-0.632922,0.100601,-0.661084,-1.717338,0.529801,0.092776,-57.678223,-180.969238,397.888184,0,0
15306,2024 10 07,05:26:17.536,-0.368439,-0.637169,0.132682,-0.663825,-1.871151,0.479507,0.156255,-64.147949,-179.443359,399.597168,0,0
15307,2024 10 07,05:26:17.544,-0.346246,-0.640263,0.164871,-0.665578,-2.042054,0.46437,0.224128,-66.955566,-180.603027,402.099609,0,0
15308,2024 10 07,05:26:17.553,-0.323223,-0.642472,0.19686,-0.666335,-2.243232,0.412122,0.411145,-62.866211,-181.884766,405.395508,0,0
15309,2024 10 07,05:26:17.561,-0.323223,-0.642472,0.19686,-0.666335,-2.243232,0.412122,0.411145,-62.866211,-181.884766,405.395508,0,0
15310,2024 10 07,05:26:17.569,-0.299025,-0.643811,0.228177,-0.666353,-2.43611,0.222663,0.454604,-52.856445,-182.617188,410.217285,0,0
15311,2024 10 07,05:26:17.578,-0.273258,-0.644336,0.258708,-0.665756,-2.650471,-0.161138,0.471206,-38.757324,-181.70166,419.677734,0,0
15312,2024 10 07,05:26:17.586,-0.246094,-0.643775,0.288399,-0.664694,-2.84286,-0.810572,0.433607,-28.686523,-178.649902,428.894043,0,0
15313,2024 10 07,05:26:17.594,-0.218325,-0.642189,0.317178,-0.662816,-3.093356,-1.613819,0.443373,-25.024414,-176.818848,430.114746,0,0
15314,2024 10 07,05:26:17.603,-0.191608,-0.639798,0.344268,-0.659867,-3.317484,-2.484451,0.460952,-26.428223,-170.166016,409.118652,0,0
15315,2024 10 07,05:26:17.611,-0.191608,-0.639798,0.344268,-0.659867,-3.317484,-2.484451,0.460952,-26.428223,-170.166016,409.118652,0,0
15316,2024 10 07,05:26:17.619,-0.168127,-0.637764,0.368193,-0.655305,-3.335551,-3.186132,0.688009,-31.982422,-165.771484,353.33252,0,0
15317,2024 10 07,05:26:17.628,-0.149332,-0.637138,0.387391,-0.649372,-3.089938,-3.536729,0.938994,-32.165527,-158.630371,274.230957,0,0
15318,2024 10 07,05:26:17.636,-0.134967,-0.638136,0.401043,-0.643219,-2.648518,-3.878048,1.28666,-17.51709,-141.967773,196.350098,0,0
