frame,date,time,quaternion_x,quaternion_y,quaternion_z,quaternion_w,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,HS,TO
3170,2024 10 07,05:24:36.407,-0.806247,-0.570227,0.119546,0.102541,-1.559618,1.696829,-0.664571,-78.918457,-13.427734,252.197266,0,0
3171,2024 10 07,05:24:36.415,-0.81058,-0.563525,0.134593,0.085348,-1.371136,1.115757,-0.32667,-49.255371,-26.855469,261.413574,0,0
3172,2024 10 07,05:24:36.423,-0.813829,-0.557704,0.148154,0.068551,-1.132359,0.855495,-0.631367,-34.118652,-13.671875,242.004395,0,0
3173,2024 10 07,05:24:36.432,-0.813829,-0.557704,0.148154,0.068551,-1.132359,0.855495,-0.631367,-34.118652,-13.671875,242.004395,0,0
3174,2024 10 07,05:24:36.440,-0.816034,-0.552244,0.161926,0.053805,-0.799829,0.958525,-0.602069,-28.259277,-39.18457,229.736328,0,0
3175,2024 10 07,05:24:36.448,-0.817363,-0.546866,0.177005,0.039039,-0.681173,1.148473,-0.485855,-20.751953,-47.729492,244.262695,0,0
3176,2024 10 07,05:24:36.457,-0.817836,-0.541359,0.193819,0.022583,-0.735862,1.169958,-0.393567,-12.207031,-56.152344,273.925781,0,0
3177,2024 10 07,05:24:36.465,-0.817628,-0.535174,0.212272,0.003671,-0.723167,1.07767,-0.408704,-9.521484,-55.786133,308.349609,0,0
3178,2024 10 07,05:24:36.473,-0.8168,-0.527755,0.23244,-0.016874,-0.654317,0.92581,-0.426283,-15.563965,-67.077637,334.777832,0,0
3179,2024 10 07,05:24:36.482,-0.8168,-0.527755,0.23244,-0.016874,-0.654317,0.92581,-0.426283,-15.563965,-67.077637,334.777832,0,0
3180,2024 10 07,05:24:36.490,-0.81515,-0.51881,0.254921,-0.037174,-0.610859,0.799341,-0.427747,-28.625488,-96.862793,347.839355,0,0
3181,2024 10 07,05:24:36.498,-0.812523,-0.508206,0.280049,-0.055729,-0.728538,0.792505,-0.28956,-44.73877,-135.253906,350.280762,0,0
3182,2024 10 07,05:24:36.507,-0.808765,-0.496383,0.307017,-0.072411,-0.947295,0.816431,-0.15479,-53.771973,-163.269043,346.008301,0,0
3183,2024 10 07,05:24:36.515,-0.80376,-0.483786,0.334957,-0.08789,-1.180212,0.841823,0.084964,-56.274414,-178.222656,343.994141,0,0
3184,2024 10 07,05:24:36.523,-0.797785,-0.470476,0.362539,-0.103716,-1.26957,0.845241,0.212897,-53.833008,-172.424316,350.769043,0,0
3185,2024 10 07,05:24:36.532,-0.797785,-0.470476,0.362539,-0.103716,-1.26957,0.845241,0.212897,-53.833008,-172.424316,350.769043,0,0
3186,2024 10 07,05:24:36.540,-0.790766,-0.456309,0.389749,-0.120689,-1.287149,0.855495,0.213385,-49.926758,-169.006348,365.600586,0,0
3187,2024 10 07,05:24:36.548,-0.782082,-0.441481,0.417417,-0.138585,-1.347209,0.899441,0.152837,-43.273926,-177.185059,381.347656,0,0
3188,2024 10 07,05:24:36.557,-0.771718,-0.425708,0.44555,-0.157189,-1.588916,0.730979,0.291513,-40.710449,-181.82373,395.690918,0,0
3189,2024 10 07,05:24:36.565,-0.759603,-0.409423,0.473734,-0.175931,-1.71392,0.755394,0.278329,-38.757324,-192.687988,401.916504,0,0
