frame,date,time,quaternion_x,quaternion_y,quaternion_z,quaternion_w,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,HS,TO
3170,2024 10 07,05:24:36.407,0.411371,-0.619606,-0.410765,-0.527384,-0.960479,-0.067385,-0.054201,-2.502441,5.79834,-7.507324,0,0
3171,2024 10 07,05:24:36.415,0.411469,-0.62029,-0.410261,-0.526896,-0.955596,-0.064943,-0.048341,-4.02832,5.79834,-10.375977,0,0
3172,2024 10 07,05:24:36.423,0.411579,-0.621161,-0.409555,-0.526334,-0.977081,-0.064455,-0.037111,-4.943848,6.713867,-13.183594,0,0
3173,2024 10 07,05:24:36.432,0.411579,-0.621161,-0.409555,-0.526334,-0.977081,-0.064455,-0.037111,-4.943848,6.713867,-13.183594,0,0
3174,2024 10 07,05:24:36.440,0.411839,-0.6222,-0.408624,-0.525626,-0.976104,-0.085452,-0.026856,-5.67627,6.103516,-17.51709,0,0
3175,2024 10 07,05:24:36.448,0.412341,-0.623398,-0.407492,-0.524691,-0.983428,-0.087893,-0.045412,-4.699707,7.324219,-22.216797,0,0
3176,2024 10 07,05:24:36.457,0.413163,-0.624674,-0.406121,-0.523588,-0.990265,-0.101566,-0.014161,-3.234863,5.615234,-27.160645,0,0
3177,2024 10 07,05:24:36.465,0.414272,-0.626216,-0.404596,-0.522048,-1.029817,-0.104984,-0.024903,-0.854492,9.887695,-33.874512,0,0
3178,2024 10 07,05:24:36.473,0.415853,-0.627953,-0.402804,-0.520087,-1.109897,-0.090823,0.001465,1.953125,8.850098,-41.748047,0,0
3179,2024 10 07,05:24:36.482,0.415853,-0.627953,-0.402804,-0.520087,-1.109897,-0.090823,0.001465,1.953125,8.850098,-41.748047,0,0
3180,2024 10 07,05:24:36.490,0.41803,-0.629812,-0.400484,-0.517881,-1.198767,-0.086917,-0.013672,3.662109,6.225586,-51.452637,0,0
3181,2024 10 07,05:24:36.498,0.420975,-0.631884,-0.397595,-0.51519,-1.278359,-0.061037,0.02002,7.446289,5.310059,-64.453125,0,0
3182,2024 10 07,05:24:36.507,0.424677,-0.634106,-0.394011,-0.512168,-1.281777,-0.097659,-0.00293,8.483887,-0.915527,-76.171875,0,0
3183,2024 10 07,05:24:36.515,0.429101,-0.636403,-0.38958,-0.509009,-1.287637,-0.093265,0.018067,9.155273,-4.699707,-87.402344,0,0
3184,2024 10 07,05:24:36.523,0.43413,-0.6389,-0.38441,-0.505536,-1.302286,-0.139653,0.052736,10.070801,-8.056641,-98.571777,0,0
3185,2024 10 07,05:24:36.532,0.43413,-0.6389,-0.38441,-0.505536,-1.302286,-0.139653,0.052736,10.070801,-8.056641,-98.571777,0,0
3186,2024 10 07,05:24:36.540,0.439806,-0.641619,-0.378667,-0.501504,-1.288125,-0.169927,0.140629,12.939453,-7.019043,-110.168457,0,0
3187,2024 10 07,05:24:36.548,0.446097,-0.644569,-0.372494,-0.496767,-1.253456,-0.26661,0.258309,19.165039,-6.225586,-121.154785,0,0
3188,2024 10 07,05:24:36.557,0.453227,-0.647546,-0.366468,-0.490887,-1.261757,-0.312021,0.354015,31.738281,-0.244141,-130.249023,0,0
3189,2024 10 07,05:24:36.565,0.461285,-0.650429,-0.36071,-0.483783,-1.300821,-0.298837,0.411145,46.142578,5.310059,-138.61084,0,0
3190,2024 10 07,05:24:36.573,0.470116,-0.652898,-0.355242,-0.47594,-1.272012,-0.322764,0.414075,59.204102,5.310059,-142.76123,0,0
3191,2024 10 07,05:24:36.582,0.470116,-0.652898,-0.355242,-0.47594,-1.272012,-0.322764,0.414075,59.204102,5.310059,-142.76123,0,0
3192,2024 10 07,05:24:36.590,0.479633,-0.654774,-0.350206,-0.467525,-1.270547,-0.241218,0.44142,72.20459,6.286621,-141.662598,0,0
3193,2024 10 07,05:24:36.598,0.489411,-0.655718,-0.345781,-0.459289,-1.257851,-0.268075,0.435072,79.101563,0.854492,-133.056641,0,0
3194,2024 10 07,05:24:36.607,0.499677,-0.655196,-0.342685,-0.451229,-1.22074,0.14893,0.413587,102.600098,-4.02832,-116.760254,0,0
3195,2024 10 07,05:24:36.615,0.510045,-0.652537,-0.340817,-0.444853,-1.158727,0.356945,0.451186,111.38916,-23.071289,-90.087891,0,0
3196,2024 10 07,05:24:36.623,0.520126,-0.647921,-0.340191,-0.440383,-0.950713,0.535173,0.374035,118.408203,-39.001465,-61.340332,0,0
3197,2024 10 07,05:24:36.632,0.520126,-0.647921,-0.340191,-0.440383,-0.950713,0.535173,0.374035,118.408203,-39.001465,-61.340332,0,0
3198,2024 10 07,05:24:36.640,0.529383,-0.642014,-0.340665,-0.43763,-0.732444,0.724143,0.553728,117.736816,-43.762207,-33.752441,0,0
3199,2024 10 07,05:24:36.648,0.53686,-0.636106,-0.342609,-0.435626,-0.665059,0.739769,0.46437,107.116699,-32.226563,-13.73291,0,0
3200,2024 10 07,05:24:36.657,0.543036,-0.630794,-0.344981,-0.433819,-0.525407,0.802271,0.526383,94.360352,-22.094727,-7.8125,0,0
3201,2024 10 07,05:24:36.665,0.547729,-0.626657,-0.34767,-0.431763,-0.434095,0.852077,0.524918,77.941895,-6.164551,-4.577637,0,0
3202,2024 10 07,05:24:36.673,0.550704,-0.623863,-0.350767,-0.429514,-0.386731,0.918485,0.519547,59.631348,12.817383,1.037598,0,0
3203,2024 10 07,05:24:36.682,0.550704,-0.623863,-0.350767,-0.429514,-0.386731,0.918485,0.519547,59.631348,12.817383,1.037598,0,0
3204,2024 10 07,05:24:36.690,0.551624,-0.622575,-0.35459,-0.427057,-0.459975,0.973662,0.48732,39.245605,34.179688,9.338379,0,0
3205,2024 10 07,05:24:36.698,0.550487,-0.622658,-0.359037,-0.42468,-0.572283,1.004425,0.425306,18.493652,51.940918,18.310547,0,0
3206,2024 10 07,05:24:36.707,0.547493,-0.623894,-0.363903,-0.422589,-0.665548,0.983428,0.395032,-0.488281,65.673828,26.977539,0,0
3207,2024 10 07,05:24:36.715,0.542924,-0.625975,-0.369243,-0.420772,-0.720237,0.952666,0.342296,-14.709473,76.171875,36.560059,0,0
3208,2024 10 07,05:24:36.723,0.537027,-0.628506,-0.375174,-0.419317,-0.774926,0.911161,0.287118,-24.475098,85.632324,48.034668,0,0
3209,2024 10 07,05:24:36.732,0.537027,-0.628506,-0.375174,-0.419317,-0.774926,0.911161,0.287118,-24.475098,85.632324,48.034668,0,0
