frame,date,time,quaternion_x,quaternion_y,quaternion_z,quaternion_w,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,HS,TO
2949,2024 10 23,05:24:34.565,-0.469967,0.696791,0.299164,0.45179,-0.7051,0.800317,0.535661,-93.811035,-36.437988,-25.512695,0,0
2950,2024 10 23,05:24:34.574,-0.464861,0.700284,0.29294,0.455732,-0.605487,0.738304,0.546403,-106.384277,-29.541016,-17.51709,0,0
2951,2024 10 23,05:24:34.582,-0.458621,0.704377,0.287537,0.459176,-0.617695,0.771996,0.54445,-110.961914,-11.230469,-8.483887,0,0
2952,2024 10 23,05:24:34.590,-0.451164,0.708833,0.283216,0.46238,-0.721702,0.779321,0.47853,-116.088867,-0.793457,4.882813,0,0
2953,2024 10 23,05:24:34.599,-0.451164,0.708833,0.283216,0.46238,-0.721702,0.779321,0.47853,-116.088867,-0.793457,4.882813,0,0
2954,2024 10 23,05:24:34.607,-0.442878,0.713007,0.279728,0.466082,-0.725608,0.750023,0.486343,-118.164063,-0.915527,19.65332,0,0
2955,2024 10 23,05:24:34.615,-0.43389,0.716777,0.277227,0.470228,-0.703635,0.684103,0.49855,-116.943359,1.525879,35.400391,0,0
2956,2024 10 23,05:24:34.624,-0.424422,0.720138,0.275957,0.474462,-0.718284,0.612812,0.496109,-111.572266,6.896973,49.926758,0,0
2957,2024 10 23,05:24:34.632,-0.414776,0.722956,0.276095,0.478609,-0.792505,0.583026,0.471206,-101.501465,11.779785,64.086914,0,0
2958,2024 10 23,05:24:34.640,-0.405008,0.725109,0.277638,0.482807,-0.881375,0.549333,0.442885,-92.407227,14.160156,78.918457,0,0
2959,2024 10 23,05:24:34.649,-0.405008,0.725109,0.277638,0.482807,-0.881375,0.549333,0.442885,-92.407227,14.160156,78.918457,0,0
2960,2024 10 23,05:24:34.657,-0.395284,0.726368,0.280342,0.487389,-0.886746,0.512223,0.471694,-82.763672,10.314941,92.712402,0,0
2961,2024 10 23,05:24:34.665,-0.385468,0.726978,0.284237,0.492065,-0.915067,0.485366,0.495132,-74.34082,13.73291,105.834961,0,0
2962,2024 10 23,05:24:34.674,-0.375391,0.727148,0.289318,0.496621,-0.984405,0.467788,0.474624,-68.359375,17.63916,117.797852,0,0
