frame,date,time,quaternion_x,quaternion_y,quaternion_z,quaternion_w,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,HS,TO
22123,2024 8 08,15:43:13.755,-0.297017,-0.650402,0.226967,-0.661244,-1.040003,-0.108656,0.036003,0.075492,-1.552607,-1.347369,0,0
22124,2024 8 08,15:43:13.763,-0.297051,-0.650519,0.226939,-0.661124,-1.041089,-0.126938,0.024745,-0.151034,-1.879714,-1.214344,0,0
22125,2024 8 08,15:43:13.772,-0.297066,-0.650563,0.226933,-0.661076,-1.041495,-0.104753,0.030803,-0.256783,-1.945026,-1.152884,0,0
22126,2024 8 08,15:43:13.780,-0.297104,-0.650654,0.226946,-0.660965,-1.041559,-0.106292,0.057774,-0.589982,-1.775666,-0.959727,0,0
22127,2024 8 08,15:43:13.788,-0.297166,-0.650739,0.226992,-0.660838,-1.037615,-0.111216,0.033509,-1.031602,-1.688079,-0.697491,0,0
22128,2024 8 08,15:43:13.797,-0.297242,-0.650805,0.227078,-0.660708,-1.037186,-0.109656,0.033929,-1.496787,-1.655253,-0.433532,0,0
22129,2024 8 08,15:43:13.805,-0.297311,-0.65086,0.227191,-0.660584,-1.039132,-0.106998,0.037411,-1.64143,-1.609376,-0.107063,0,0
22130,2024 8 08,15:43:13.813,-0.297366,-0.650905,0.227289,-0.660481,-1.043972,-0.105011,0.034616,-1.443032,-1.594455,-0.035941,0,0
22131,2024 8 08,15:43:13.822,-0.297394,-0.650927,0.227338,-0.66043,-1.046387,-0.112293,0.047879,-1.34408,-1.587012,-0.000468,0,0
22132,2024 8 08,15:43:13.830,-0.297433,-0.650983,0.227447,-0.66032,-1.049265,-0.121961,0.060208,-1.224171,-1.408958,-1.3e-05,0,0
22133,2024 8 08,15:43:13.838,-0.29746,-0.651023,0.227515,-0.660245,-1.052617,-0.100613,0.026721,-0.928717,-0.995041,-1e-06,0,0
22134,2024 8 08,15:43:13.847,-0.297496,-0.651059,0.227552,-0.660181,-1.044008,-0.107958,0.033756,-0.570914,-0.747372,-0.287803,0,0
22135,2024 8 08,15:43:13.855,-0.297536,-0.6511,0.227589,-0.660109,-1.043526,-0.114222,0.054179,-0.607563,-1.017078,-0.417387,0,0
22136,2024 8 08,15:43:13.863,-0.297583,-0.651154,0.227642,-0.660016,-1.043492,-0.131329,0.008353,-0.889632,-1.315387,-0.538223,0,0
22137,2024 8 08,15:43:13.872,-0.297587,-0.651159,0.227646,-0.660008,-1.043489,-0.11039,0.042974,-0.913013,-1.340115,-0.548239,0,0
22138,2024 8 08,15:43:13.880,-0.29763,-0.651219,0.227682,-0.659917,-1.046532,-0.120061,0.004506,-0.806575,-1.288144,-0.603536,0,0
22139,2024 8 08,15:43:13.888,-0.297661,-0.6513,0.22769,-0.659821,-1.050291,-0.106439,-0.063189,-0.41994,-1.443285,-0.770285,0,0
22140,2024 8 08,15:43:13.897,-0.297698,-0.651398,0.22769,-0.659708,-1.049898,-0.105482,0.029496,-0.109115,-1.514814,-0.948929,0,0
22141,2024 8 08,15:43:13.905,-0.297735,-0.651498,0.227673,-0.659598,-1.046925,-0.10297,0.028075,-0.328779,-1.367822,-1.076836,0,0
22142,2024 8 08,15:43:13.913,-0.297773,-0.651595,0.227644,-0.659495,-1.046086,-0.100165,0.007087,-0.10305,-1.295247,-1.14667,0,0
22143,2024 8 08,15:43:13.922,-0.297779,-0.65161,0.22764,-0.659479,-1.045957,-0.096214,0.008462,-0.068091,-1.284007,-1.157485,0,0
22144,2024 8 08,15:43:13.930,-0.297821,-0.651682,0.227624,-0.659394,-1.048742,-0.109324,0.040436,-0.162553,-1.081629,-1.059021,0,0
22145,2024 8 08,15:43:13.938,-0.297864,-0.651759,0.227596,-0.659308,-1.038544,-0.10818,0.021902,-0.179218,-1.392355,-0.942671,0,0
22146,2024 8 08,15:43:13.947,-0.297886,-0.651882,0.227591,-0.659178,-1.044067,-0.096638,0.001409,-0.18233,-1.841327,-0.920939,0,0
22147,2024 8 08,15:43:13.955,-0.297906,-0.651986,0.227592,-0.659065,-1.040521,-0.108591,0.049724,-0.279462,-1.736686,-0.723622,0,0
22148,2024 8 08,15:43:13.963,-0.297936,-0.652082,0.227637,-0.658942,-1.045508,-0.129791,0.022939,-0.728546,-1.572051,-0.539827,0,0
22149,2024 8 08,15:43:13.972,-0.297943,-0.652103,0.227647,-0.658915,-1.046587,-0.110482,0.041627,-0.825714,-1.536429,-0.500059,0,0
22150,2024 8 08,15:43:13.980,-0.297959,-0.652146,0.227678,-0.658855,-1.042737,-0.130218,0.007937,-0.521979,-1.202716,-0.258459,0,0
22151,2024 8 08,15:43:13.988,-0.297968,-0.590095,0.413803,-0.625916,-1.038154,-0.108983,0.029192,-0.54257,-1.492106,-0.06378,0,0
22152,2024 8 08,15:43:13.997,-0.297955,-0.652307,0.227808,-0.658651,-1.042489,-0.106733,0.033633,-0.411285,-2.244216,0.029135,0,0
22153,2024 8 08,15:43:14.005,-0.297945,-0.65239,0.227888,-0.658547,-1.048973,-0.126593,0.019293,-0.69249,-1.491109,0.142427,0,0
22154,2024 8 08,15:43:14.013,-0.29794,-0.652435,0.227936,-0.658487,-1.041787,-0.115675,0.041349,-0.366364,-1.072436,0.083223,0,0
22155,2024 8 08,15:43:14.022,-0.297938,-0.652448,0.227949,-0.658471,-1.039851,-0.106988,0.021186,-0.278465,-0.959592,0.067266,0,0
