frame,date,time,quaternion_x,quaternion_y,quaternion_z,quaternion_w,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,HS,TO
3510,2024 8 08,15:40:38.653,0.727971,0.118144,-0.614823,0.279452,-0.949215,-0.244127,-0.096421,-0.315103,0.463132,-0.455757,0,0
3511,2024 8 08,15:40:38.661,0.7279,0.118094,-0.614903,0.279481,-0.948873,-0.246712,-0.090379,-0.261768,0.482034,-0.617825,0,0
3512,2024 8 08,15:40:38.670,0.727829,0.118035,-0.614986,0.279508,-0.949877,-0.248435,-0.088532,-0.384689,0.441336,-0.657612,0,0
3513,2024 8 08,15:40:38.678,0.727764,0.117968,-0.615065,0.27953,-0.948339,-0.250307,-0.095951,-0.460752,0.386176,-0.533281,0,0
3514,2024 8 08,15:40:38.686,0.727747,0.11795,-0.615086,0.279537,-0.947935,-0.250798,-0.0979,-0.480735,0.371684,-0.500617,0,0
3515,2024 8 08,15:40:38.695,0.727696,0.117908,-0.615146,0.279556,-0.943971,-0.24793,-0.095464,-0.267132,0.41156,-0.44796,0,0
3516,2024 8 08,15:40:38.703,0.727627,0.117873,-0.615226,0.279574,-0.945983,-0.245914,-0.093543,-0.2075,0.595952,-0.303315,0,0
3517,2024 8 08,15:40:38.711,0.727555,0.117834,-0.615317,0.279578,-0.946904,-0.248787,-0.096089,-0.361728,0.691733,-0.218946,0,0
3518,2024 8 08,15:40:38.720,0.727481,0.117804,-0.615406,0.279588,-0.948531,-0.248279,-0.090061,-0.237731,0.719979,-0.194066,0,0
3519,2024 8 08,15:40:38.728,0.727404,0.117781,-0.615494,0.279604,-0.947347,-0.247119,-0.092931,-0.116395,0.644699,-0.270364,0,0
3520,2024 8 08,15:40:38.736,0.727325,0.117748,-0.615589,0.279614,-0.949302,-0.247754,-0.094485,-0.078786,0.621365,-0.294014,0,0
3521,2024 8 08,15:40:38.745,0.7273,0.117738,-0.615619,0.279617,-0.949922,-0.247956,-0.094977,-0.313013,0.696015,-0.26049,0,0
3522,2024 8 08,15:40:38.753,0.727234,0.117704,-0.615699,0.279627,-0.949473,-0.247372,-0.091565,-0.3078,0.801426,-0.371408,0,0
3523,2024 8 08,15:40:38.761,0.727131,0.117627,-0.615824,0.279653,-0.947998,-0.246664,-0.098217,-0.51398,0.645126,-0.687592,0,0
3524,2024 8 08,15:40:38.770,0.727042,0.117547,-0.615925,0.279695,-0.952723,-0.237957,-0.095464,-0.445598,0.76545,-1.039612,0,0
3525,2024 8 08,15:40:38.778,0.726943,0.117404,-0.616053,0.27973,-0.948745,-0.242881,-0.101239,-1.541635,0.842929,-1.602413,0,0
3526,2024 8 08,15:40:38.786,0.726817,0.117213,-0.616225,0.27976,-0.948235,-0.248068,-0.086512,-1.707541,1.352534,-1.852704,0,0
3527,2024 8 08,15:40:38.795,0.726793,0.117178,-0.616257,0.279766,-0.948269,-0.248965,-0.083252,-1.708885,1.45709,-1.889371,0,0
3528,2024 8 08,15:40:38.803,0.726684,0.117013,-0.616405,0.279791,-0.943622,-0.249413,-0.097753,-1.708976,1.318916,-1.988724,0,0
3529,2024 8 08,15:40:38.811,0.72654,0.116821,-0.616599,0.279817,-0.945965,-0.253329,-0.093181,-1.708984,1.619475,-1.820767,0,0
3530,2024 8 08,15:40:38.820,0.726386,0.11666,-0.616797,0.279848,-0.947468,-0.253156,-0.09415,-1.332412,1.746371,-1.587224,0,0
3531,2024 8 08,15:40:38.828,0.726242,0.116529,-0.616969,0.279897,-0.948859,-0.249993,-0.089089,-0.862802,1.442224,-1.579693,0,0
3532,2024 8 08,15:40:38.836,0.726105,0.116406,-0.617123,0.279965,-0.946266,-0.251356,-0.088361,-0.7497,1.264378,-1.677532,0,0
3533,2024 8 08,15:40:38.845,0.726071,0.116376,-0.617161,0.279982,-0.945475,-0.251874,-0.088379,-0.734913,1.227001,-1.704449,0,0
3534,2024 8 08,15:40:38.853,0.725968,0.116283,-0.617278,0.280031,-0.940726,-0.250521,-0.089094,-0.732809,1.266255,-1.574563,0,0
3535,2024 8 08,15:40:38.861,0.725839,0.116171,-0.617429,0.280077,-0.943153,-0.248334,-0.087555,-0.908438,1.367134,-1.446015,0,0
3536,2024 8 08,15:40:38.870,0.725698,0.116052,-0.617606,0.280104,-0.944845,-0.249786,-0.088072,-1.094735,1.701237,-1.367877,0,0
3537,2024 8 08,15:40:38.878,0.725546,0.115929,-0.6178,0.280118,-0.94902,-0.244327,-0.093506,-1.190332,1.892392,-1.34749,0,0
3538,2024 8 08,15:40:38.886,0.72539,0.115814,-0.617999,0.280132,-0.946991,-0.248214,-0.096813,-1.130037,1.941092,-1.259059,0,0
3539,2024 8 08,15:40:38.895,0.725342,0.11578,-0.618059,0.280136,-0.946071,-0.251606,-0.088023,-1.105168,1.950621,-1.228686,0,0
3540,2024 8 08,15:40:38.903,0.725221,0.115696,-0.618212,0.280146,-0.945882,-0.253153,-0.089903,-1.100057,2.035147,-1.305009,0,0
3541,2024 8 08,15:40:38.911,0.725071,0.115606,-0.618399,0.280161,-0.947147,-0.253088,-0.086699,-0.97661,1.984526,-1.171059,0,0
3542,2024 8 08,15:40:38.920,0.72492,0.115518,-0.618587,0.280171,-0.948277,-0.254907,-0.082473,-0.929981,1.839677,-0.994892,0,0
3543,2024 8 08,15:40:38.928,0.724775,0.115435,-0.618769,0.28018,-0.94673,-0.254994,-0.082311,-0.879263,1.787133,-0.935026,0,0
3544,2024 8 08,15:40:38.936,0.724639,0.115351,-0.618936,0.280197,-0.946688,-0.255861,-0.085931,-0.7821,1.577633,-0.92049,0,0
3545,2024 8 08,15:40:38.945,0.724592,0.115322,-0.618994,0.280203,-0.946775,-0.256225,-0.087377,-0.745495,1.494525,-0.916833,0,0
3546,2024 8 08,15:40:38.953,0.724505,0.115266,-0.619097,0.280223,-0.945875,-0.255397,-0.084985,-0.659078,1.280669,-0.838988,0,0
3547,2024 8 08,15:40:38.961,0.724402,0.115196,-0.619221,0.280245,-0.947011,-0.254424,-0.083915,-0.623987,1.117505,-0.806198,0,0
3548,2024 8 08,15:40:38.970,0.724309,0.115126,-0.619332,0.280268,-0.949365,-0.254662,-0.083618,-0.463932,0.797498,-0.721952,0,0
3549,2024 8 08,15:40:38.978,0.72423,0.115061,-0.619422,0.2803,-0.950017,-0.254526,-0.082345,-0.357945,0.554195,-0.686343,0,0
3550,2024 8 08,15:40:38.986,0.724162,0.114996,-0.619498,0.280335,-0.950455,-0.253557,-0.083553,-0.321191,0.355485,-0.602399,0,0
3551,2024 8 08,15:40:38.995,0.724136,0.11497,-0.619527,0.280348,-0.950633,-0.25313,-0.084188,-0.310157,0.278773,-0.565827,0,0
3552,2024 8 08,15:40:39.003,0.724096,0.114921,-0.619573,0.280369,-0.94896,-0.252711,-0.085535,-0.378713,0.147242,-0.554574,0,0
3553,2024 8 08,15:40:39.011,0.724049,0.114858,-0.61963,0.280391,-0.947882,-0.254243,-0.085283,-0.411441,0.089108,-0.515434,0,0
3554,2024 8 08,15:40:39.020,0.724,0.114799,-0.619688,0.280413,-0.947208,-0.253874,-0.085633,-0.316325,0.070376,-0.391654,0,0
