frame,date,time,quaternion_x,quaternion_y,quaternion_z,quaternion_w,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,HS,TO
12220,2024 10 23,05:25:51.820,0.501373,-0.443243,-0.505305,-0.544818,-0.946806,0.139164,-0.091311,-0.732422,0.671387,2.502441,0,0
12221,2024 10 23,05:25:51.829,0.501167,-0.443183,-0.505391,-0.544977,-0.949736,0.133793,-0.096194,-1.037598,0.610352,2.990723,0,0
12222,2024 10 23,05:25:51.837,0.50092,-0.443109,-0.505487,-0.545176,-0.936064,0.135746,-0.095706,-1.708984,0.732422,3.662109,0,0
12223,2024 10 23,05:25:51.845,0.500591,-0.443062,-0.505594,-0.545417,-0.934111,0.132328,-0.103519,-2.197266,1.281738,4.333496,0,0
12224,2024 10 23,05:25:51.854,0.500172,-0.443036,-0.505765,-0.545663,-0.952178,0.139164,-0.087405,-2.685547,2.502441,5.187988,0,0
12225,2024 10 23,05:25:51.862,0.500172,-0.443036,-0.505765,-0.545663,-0.952178,0.139164,-0.087405,-2.685547,2.502441,5.187988,0,0
12226,2024 10 23,05:25:51.870,0.499676,-0.443004,-0.505931,-0.54599,-0.961943,0.129398,-0.077639,-3.234863,1.586914,6.103516,0,0
12227,2024 10 23,05:25:51.879,0.499234,-0.442859,-0.506056,-0.546396,-0.946806,0.136235,-0.091311,-3.112793,0.061035,6.591797,0,0
12228,2024 10 23,05:25:51.887,0.498791,-0.442666,-0.506159,-0.546862,-0.934111,0.134281,-0.097659,-3.295898,-0.183105,7.019043,0,0
12229,2024 10 23,05:25:51.895,0.498309,-0.442466,-0.50634,-0.547295,-0.938994,0.1377,-0.092288,-2.441406,0.610352,7.629395,0,0
12230,2024 10 23,05:25:51.904,0.497811,-0.442245,-0.506558,-0.547725,-0.946318,0.146001,-0.090823,-2.685547,0.671387,7.873535,0,0
12231,2024 10 23,05:25:51.912,0.497811,-0.442245,-0.506558,-0.547725,-0.946318,0.146001,-0.090823,-2.685547,0.671387,7.873535,0,0
12232,2024 10 23,05:25:51.920,0.497326,-0.442041,-0.506771,-0.548133,-0.953154,0.146977,-0.087893,-2.258301,0.915527,7.385254,0,0
12233,2024 10 23,05:25:51.929,0.496874,-0.441856,-0.507019,-0.548463,-0.955596,0.152837,-0.082522,-1.586914,1.342773,6.713867,0,0
12234,2024 10 23,05:25:51.937,0.49653,-0.44165,-0.507242,-0.548734,-0.950224,0.149419,-0.074709,-0.549316,0.549316,5.615234,0,0
12235,2024 10 23,05:25:51.945,0.496255,-0.441498,-0.507462,-0.548901,-0.955596,0.146977,-0.096683,-0.427246,1.159668,4.333496,0,0
12236,2024 10 23,05:25:51.954,0.496097,-0.441316,-0.507653,-0.549014,-0.936552,0.156743,-0.08594,1.159668,0.488281,3.295898,0,0
12237,2024 10 23,05:25:51.962,0.496097,-0.441316,-0.507653,-0.549014,-0.936552,0.156743,-0.08594,1.159668,0.488281,3.295898,0,0
12238,2024 10 23,05:25:51.970,0.495881,-0.441245,-0.507907,-0.549031,-0.949248,0.155766,-0.08887,0.427246,2.624512,2.868652,0,0
12239,2024 10 23,05:25:51.979,0.495672,-0.441209,-0.508156,-0.549019,-0.950713,0.150395,-0.084964,0.671387,2.380371,2.502441,0,0
12240,2024 10 23,05:25:51.987,0.495486,-0.441184,-0.508388,-0.548992,-0.949248,0.150395,-0.088382,0.366211,2.563477,2.197266,0,0
12241,2024 10 23,05:25:51.995,0.495275,-0.441189,-0.508602,-0.54898,-0.949248,0.159185,-0.083499,0.305176,2.563477,2.13623,0,0
12242,2024 10 23,05:25:52.004,0.49504,-0.441238,-0.508798,-0.548971,-0.961455,0.15772,-0.073244,-0.732422,3.173828,1.953125,0,0
12243,2024 10 23,05:25:52.012,0.49504,-0.441238,-0.508798,-0.548971,-0.961455,0.15772,-0.073244,-0.732422,3.173828,1.953125,0,0
