frame,date,time,quaternion_x,quaternion_y,quaternion_z,quaternion_w,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,HS,TO
1706,2024 8 08,15:40:23.620,0.825599,-0.222124,-0.494861,-0.155435,-1.047444,-0.097146,0.000856,-0.183617,0.099321,0.16726,0,0
1707,2024 8 08,15:40:23.629,0.825502,-0.222085,-0.495022,-0.155494,-1.047082,-0.099885,-0.000781,-0.114271,0.239399,0.178493,0,0
1708,2024 8 08,15:40:23.637,0.8254,-0.222053,-0.495186,-0.15556,-1.045322,-0.098593,0.002829,-0.199534,0.248509,0.193298,0,0
1709,2024 8 08,15:40:23.645,0.825303,-0.222017,-0.495344,-0.155622,-1.047711,-0.0953,0.005031,-0.182419,0.287804,0.270878,0,0
1710,2024 8 08,15:40:23.654,0.825217,-0.221983,-0.495486,-0.155672,-1.050174,-0.092564,-9.5e-05,-0.141022,0.29972,0.294405,0,0
1711,2024 8 08,15:40:23.662,0.825182,-0.221969,-0.495544,-0.155694,-1.050446,-0.092207,-0.001195,-0.156164,0.320224,0.296114,0,0
1712,2024 8 08,15:40:23.670,0.825108,-0.221944,-0.495662,-0.155744,-1.047503,-0.095345,0.001309,-0.34373,0.455236,0.261215,0,0
1713,2024 8 08,15:40:23.679,0.825026,-0.221921,-0.495789,-0.155809,-1.047414,-0.09712,0.00079,-0.428811,0.628448,0.24987,0,0
1714,2024 8 08,15:40:23.687,0.824904,-0.221895,-0.495973,-0.155904,-1.050288,-0.09717,0.003867,-0.367005,0.610581,0.244213,0,0
1715,2024 8 08,15:40:23.695,0.824809,-0.22188,-0.496114,-0.155982,-1.050799,-0.092898,0.006279,-0.662935,0.432337,0.184802,0,0
1716,2024 8 08,15:40:23.704,0.82472,-0.221839,-0.496254,-0.156067,-1.048942,-0.090911,0.000734,-0.203452,0.66125,-0.109058,0,0
1717,2024 8 08,15:40:23.712,0.824716,-0.221838,-0.49626,-0.156071,-1.048865,-0.090828,0.000502,-0.184257,0.670813,-0.121334,0,0
1718,2024 8 08,15:40:23.720,0.824633,-0.221766,-0.496404,-0.15615,-1.045229,-0.096271,0.005936,0.100507,0.671346,-0.235496,0,0
1719,2024 8 08,15:40:23.729,0.824541,-0.221691,-0.496561,-0.156243,-1.048108,-0.094859,0.003182,-0.047501,0.503619,-0.243416,0,0
1720,2024 8 08,15:40:23.737,0.824445,-0.221622,-0.496725,-0.15633,-1.054521,-0.096947,0.000308,0.05053,0.379511,-0.244071,0,0
1721,2024 8 08,15:40:23.745,0.82435,-0.22154,-0.496891,-0.15642,-1.047305,-0.096712,0.005687,0.00553,0.422022,-0.298489,0,0
1722,2024 8 08,15:40:23.754,0.824254,-0.22146,-0.497057,-0.156508,-1.046098,-0.099259,-0.000594,0.054278,0.480215,-0.304362,0,0
1723,2024 8 08,15:40:23.762,0.824243,-0.22145,-0.497077,-0.156518,-1.045953,-0.099565,-0.001348,0.060132,0.487203,-0.305067,0,0
1724,2024 8 08,15:40:23.770,0.824154,-0.221397,-0.497227,-0.156586,-1.047603,-0.097102,-0.000613,0.008739,0.383795,-0.148666,0,0
1725,2024 8 08,15:40:23.779,0.82405,-0.221345,-0.497401,-0.15665,-1.045781,-0.094689,0.003198,0.001369,0.1116,0.079656,0,0
1726,2024 8 08,15:40:23.787,0.823942,-0.221291,-0.497583,-0.156721,-1.046312,-0.097161,0.007852,-0.10137,0.018715,0.013358,0,0
1727,2024 8 08,15:40:23.795,0.823822,-0.221238,-0.497784,-0.156787,-1.045196,-0.09396,0.007017,-0.118376,-0.247378,-0.097903,0,0
1728,2024 8 08,15:40:23.804,0.823699,-0.221183,-0.497993,-0.156845,-1.046584,-0.096168,-0.000258,-0.071868,-0.294256,-0.018496,0,0
1729,2024 8 08,15:40:23.812,0.823676,-0.221172,-0.498032,-0.156856,-1.046843,-0.09658,-0.001616,-0.063192,-0.303001,-0.003683,0,0
1730,2024 8 08,15:40:23.820,0.823568,-0.22113,-0.498215,-0.156905,-1.048052,-0.097434,0.003138,-0.061486,-0.304721,-0.097316,0,0
1731,2024 8 08,15:40:23.829,0.823444,-0.221078,-0.498427,-0.156957,-1.046013,-0.097991,-0.000458,-0.061134,-0.352757,-0.021293,0,0
1732,2024 8 08,15:40:23.837,0.823311,-0.221027,-0.498653,-0.157007,-1.04821,-0.099242,0.001026,-0.061058,-0.504445,-0.004861,0,0
1733,2024 8 08,15:40:23.845,0.823176,-0.220981,-0.498879,-0.157062,-1.046472,-0.096174,0.003594,-0.154115,-0.538658,-0.001155,0,0
1734,2024 8 08,15:40:23.854,0.823043,-0.220942,-0.499102,-0.157107,-1.048639,-0.097293,0.004197,-0.175957,-1.09139,-0.297324,0,0
1735,2024 8 08,15:40:23.862,0.822911,-0.220906,-0.499321,-0.157149,-1.048804,-0.09902,0.001436,-0.090384,-0.469494,0.262398,0,0
1736,2024 8 08,15:40:23.870,0.822878,-0.220897,-0.499377,-0.15716,-1.048845,-0.099456,0.000738,-0.068783,-0.438399,0.293883,0,0
1737,2024 8 08,15:40:23.879,0.822766,-0.220875,-0.499558,-0.157199,-1.048146,-0.099925,0.001978,-0.151962,-0.607917,0.213283,0,0
1738,2024 8 08,15:40:23.887,0.82264,-0.220852,-0.49976,-0.15725,-1.044444,-0.097944,0.006175,-0.349989,-0.521856,0.147669,0,0
1739,2024 8 08,15:40:23.895,0.822505,-0.220836,-0.499973,-0.157299,-1.043417,-0.093921,0.00734,-0.361528,-0.584804,0.21629,0,0
1740,2024 8 08,15:40:23.904,0.822366,-0.220821,-0.500196,-0.15734,-1.044498,-0.09552,0.00252,-0.364822,-0.73158,0.235881,0,0
1741,2024 8 08,15:40:23.912,0.822226,-0.220798,-0.500429,-0.157363,-1.045834,-0.093611,-0.001272,-0.153462,-0.774631,0.369023,0,0
1742,2024 8 08,15:40:23.920,0.822184,-0.220791,-0.500499,-0.15737,-1.046237,-0.093037,-0.002413,-0.089852,-0.787587,0.409094,0,0
1743,2024 8 08,15:40:23.929,0.822081,-0.500739,-0.203489,-0.178983,-1.05168,-0.094189,-0.001767,0.054437,-0.625359,0.463009,0,0
1744,2024 8 08,15:40:23.937,0.821963,-0.22072,-0.500882,-0.157405,-1.050767,-0.096856,-0.002879,0.141114,-0.491901,0.192221,0,0
1745,2024 8 08,15:40:23.945,0.821853,-0.220652,-0.501084,-0.157433,-1.051449,-0.098693,0.000667,0.331846,-0.164006,0.145459,0,0
1746,2024 8 08,15:40:23.954,0.821785,-0.220605,-0.50121,-0.157454,-1.051984,-0.099867,0.002886,0.434672,0.006879,0.089509,0,0
1747,2024 8 08,15:40:23.962,0.821685,-0.220512,-0.501398,-0.157504,-1.052967,-0.101526,0.004823,0.478976,0.075901,-0.084915,0,0
1748,2024 8 08,15:40:23.970,0.821602,-0.220437,-0.501555,-0.157544,-1.051365,-0.101564,-0.001226,0.429211,0.179034,0.114209,0,0
1749,2024 8 08,15:40:23.979,0.821586,-0.220422,-0.501585,-0.157553,-1.050491,-0.100627,-0.001014,0.427349,0.16725,0.082554,0,0
1750,2024 8 08,15:40:23.987,0.821488,-0.220333,-0.501768,-0.157607,-1.045074,-0.094849,0.002496,0.411841,0.044951,-0.165512,0,0
1751,2024 8 08,15:40:23.995,0.821379,-0.22024,-0.501971,-0.157658,-1.043652,-0.095152,0.006113,0.298491,-0.131537,-0.181703,0,0
1752,2024 8 08,15:40:24.004,0.821263,-0.220151,-0.502183,-0.157712,-1.047383,-0.092171,-0.001108,0.186334,-0.289052,-0.220407,0,0
